species	common_name	taxon_id	assembly_accession	assembly_name	assembly_level	source	source_release	genome_url	annotation_url	annotation_format	gff3_url	gtf_url	genome_size_bytes	annotation_size_bytes	gff3_size_bytes	gtf_size_bytes	md5_url	selection_reason	cultivar	bioproject	phytozome_note	status	skip_reason
Cicer arietinum	chickpea	3827	GCF_000331145.2	Cicar.CDCFrontier_v2.0	Chromosome	NCBI RefSeq	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/145/GCF_000331145.2_Cicar.CDCFrontier_v2.0/GCF_000331145.2_Cicar.CDCFrontier_v2.0_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/145/GCF_000331145.2_Cicar.CDCFrontier_v2.0/GCF_000331145.2_Cicar.CDCFrontier_v2.0_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/145/GCF_000331145.2_Cicar.CDCFrontier_v2.0/GCF_000331145.2_Cicar.CDCFrontier_v2.0_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/145/GCF_000331145.2_Cicar.CDCFrontier_v2.0/GCF_000331145.2_Cicar.CDCFrontier_v2.0_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/145/GCF_000331145.2_Cicar.CDCFrontier_v2.0/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	CDC Frontier; Library 1	PRJNA1251695	Phytozome 暂不下载，仅后续记录可用性	planned	
Arachis hypogaea	peanut	3818	GCF_003086295.3	arahy.Tifrunner.gnm2.J5K5	Chromosome	NCBI RefSeq	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/086/295/GCF_003086295.3_arahy.Tifrunner.gnm2.J5K5/GCF_003086295.3_arahy.Tifrunner.gnm2.J5K5_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/086/295/GCF_003086295.3_arahy.Tifrunner.gnm2.J5K5/GCF_003086295.3_arahy.Tifrunner.gnm2.J5K5_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/086/295/GCF_003086295.3_arahy.Tifrunner.gnm2.J5K5/GCF_003086295.3_arahy.Tifrunner.gnm2.J5K5_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/086/295/GCF_003086295.3_arahy.Tifrunner.gnm2.J5K5/GCF_003086295.3_arahy.Tifrunner.gnm2.J5K5_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/086/295/GCF_003086295.3_arahy.Tifrunner.gnm2.J5K5/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	Tifrunner	PRJNA476953	Phytozome 暂不下载，仅后续记录可用性	planned	
Helianthus annuus	sunflower	4232	GCF_002127325.2	HanXRQr2.0-SUNRISE	Chromosome	NCBI RefSeq	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/325/GCF_002127325.2_HanXRQr2.0-SUNRISE/GCF_002127325.2_HanXRQr2.0-SUNRISE_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/325/GCF_002127325.2_HanXRQr2.0-SUNRISE/GCF_002127325.2_HanXRQr2.0-SUNRISE_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/325/GCF_002127325.2_HanXRQr2.0-SUNRISE/GCF_002127325.2_HanXRQr2.0-SUNRISE_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/325/GCF_002127325.2_HanXRQr2.0-SUNRISE/GCF_002127325.2_HanXRQr2.0-SUNRISE_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/325/GCF_002127325.2_HanXRQr2.0-SUNRISE/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	XRQ/B	PRJNA396063	Phytozome 暂不下载，仅后续记录可用性	planned	
Lactuca sativa	lettuce	4236	GCF_002870075.5	Lsat_Salinas_v15	Complete Genome	NCBI RefSeq	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/870/075/GCF_002870075.5_Lsat_Salinas_v15/GCF_002870075.5_Lsat_Salinas_v15_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/870/075/GCF_002870075.5_Lsat_Salinas_v15/GCF_002870075.5_Lsat_Salinas_v15_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/870/075/GCF_002870075.5_Lsat_Salinas_v15/GCF_002870075.5_Lsat_Salinas_v15_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/870/075/GCF_002870075.5_Lsat_Salinas_v15/GCF_002870075.5_Lsat_Salinas_v15_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/870/075/GCF_002870075.5_Lsat_Salinas_v15/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	Salinas	PRJNA432228	Phytozome 暂不下载，仅后续记录可用性	planned	
Daucus carota	carrot	79200	GCF_001625215.2	DH1 v3.0	Chromosome	NCBI RefSeq	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/215/GCF_001625215.2_DH1_v3.0/GCF_001625215.2_DH1_v3.0_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/215/GCF_001625215.2_DH1_v3.0/GCF_001625215.2_DH1_v3.0_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/215/GCF_001625215.2_DH1_v3.0/GCF_001625215.2_DH1_v3.0_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/215/GCF_001625215.2_DH1_v3.0/GCF_001625215.2_DH1_v3.0_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/215/GCF_001625215.2_DH1_v3.0/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检		PRJNA1062368	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_001648735.1	ASM164873v1	Scaffold	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/735/GCA_001648735.1_ASM164873v1/GCA_001648735.1_ASM164873v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/735/GCA_001648735.1_ASM164873v1/GCA_001648735.1_ASM164873v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/735/GCA_001648735.1_ASM164873v1/GCA_001648735.1_ASM164873v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/735/GCA_001648735.1_ASM164873v1/GCA_001648735.1_ASM164873v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/735/GCA_001648735.1_ASM164873v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	KMR3, /indica	PRJNA313502	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_001648745.1	IL50-13	Scaffold	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/745/GCA_001648745.1_IL50-13/GCA_001648745.1_IL50-13_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/745/GCA_001648745.1_IL50-13/GCA_001648745.1_IL50-13_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/745/GCA_001648745.1_IL50-13/GCA_001648745.1_IL50-13_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/745/GCA_001648745.1_IL50-13/GCA_001648745.1_IL50-13_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/745/GCA_001648745.1_IL50-13/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	IL50-13, /indica	PRJNA313502	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_003865215.1	ASM386521v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/865/215/GCA_003865215.1_ASM386521v1/GCA_003865215.1_ASM386521v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/865/215/GCA_003865215.1_ASM386521v1/GCA_003865215.1_ASM386521v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/865/215/GCA_003865215.1_ASM386521v1/GCA_003865215.1_ASM386521v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/865/215/GCA_003865215.1_ASM386521v1/GCA_003865215.1_ASM386521v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/865/215/GCA_003865215.1_ASM386521v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	93-11	PRJNA427873	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_004007595.1	JHU_CGRice_1.0	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/595/GCA_004007595.1_JHU_CGRice_1.0/GCA_004007595.1_JHU_CGRice_1.0_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/595/GCA_004007595.1_JHU_CGRice_1.0/GCA_004007595.1_JHU_CGRice_1.0_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/595/GCA_004007595.1_JHU_CGRice_1.0/GCA_004007595.1_JHU_CGRice_1.0_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/595/GCA_004007595.1_JHU_CGRice_1.0/GCA_004007595.1_JHU_CGRice_1.0_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/595/GCA_004007595.1_JHU_CGRice_1.0/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	Carolina Gold Select	PRJNA503892	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_004348155.2	Tetep-1.0_genome	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/348/155/GCA_004348155.2_Tetep-1.0_genome/GCA_004348155.2_Tetep-1.0_genome_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/348/155/GCA_004348155.2_Tetep-1.0_genome/GCA_004348155.2_Tetep-1.0_genome_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/348/155/GCA_004348155.2_Tetep-1.0_genome/GCA_004348155.2_Tetep-1.0_genome_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/348/155/GCA_004348155.2_Tetep-1.0_genome/GCA_004348155.2_Tetep-1.0_genome_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/348/155/GCA_004348155.2_Tetep-1.0_genome/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	Tetep	PRJNA482013	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_009829375.1	Os125827RS1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/829/375/GCA_009829375.1_Os125827RS1/GCA_009829375.1_Os125827RS1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/829/375/GCA_009829375.1_Os125827RS1/GCA_009829375.1_Os125827RS1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/829/375/GCA_009829375.1_Os125827RS1/GCA_009829375.1_Os125827RS1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/829/375/GCA_009829375.1_Os125827RS1/GCA_009829375.1_Os125827RS1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/829/375/GCA_009829375.1_Os125827RS1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	LIU XU::IRGC 109232-1	PRJNA577228	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_009829725.1	ASM982972v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/829/725/GCA_009829725.1_ASM982972v1/GCA_009829725.1_ASM982972v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/829/725/GCA_009829725.1_ASM982972v1/GCA_009829725.1_ASM982972v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/829/725/GCA_009829725.1_ASM982972v1/GCA_009829725.1_ASM982972v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/829/725/GCA_009829725.1_ASM982972v1/GCA_009829725.1_ASM982972v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/829/725/GCA_009829725.1_ASM982972v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	R600	PRJNA564911	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_009914875.1	OsIR64RS1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/914/875/GCA_009914875.1_OsIR64RS1/GCA_009914875.1_OsIR64RS1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/914/875/GCA_009914875.1_OsIR64RS1/GCA_009914875.1_OsIR64RS1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/914/875/GCA_009914875.1_OsIR64RS1/GCA_009914875.1_OsIR64RS1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/914/875/GCA_009914875.1_OsIR64RS1/GCA_009914875.1_OsIR64RS1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/914/875/GCA_009914875.1_OsIR64RS1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	IR64 (IRRI)	PRJNA509165	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_014636015.1	ASM1463601v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/636/015/GCA_014636015.1_ASM1463601v1/GCA_014636015.1_ASM1463601v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/636/015/GCA_014636015.1_ASM1463601v1/GCA_014636015.1_ASM1463601v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/636/015/GCA_014636015.1_ASM1463601v1/GCA_014636015.1_ASM1463601v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/636/015/GCA_014636015.1_ASM1463601v1/GCA_014636015.1_ASM1463601v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/636/015/GCA_014636015.1_ASM1463601v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	9311	PRJNA644721	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_014636035.1	ASM1463603v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/636/035/GCA_014636035.1_ASM1463603v1/GCA_014636035.1_ASM1463603v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/636/035/GCA_014636035.1_ASM1463603v1/GCA_014636035.1_ASM1463603v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/636/035/GCA_014636035.1_ASM1463603v1/GCA_014636035.1_ASM1463603v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/636/035/GCA_014636035.1_ASM1463603v1/GCA_014636035.1_ASM1463603v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/636/035/GCA_014636035.1_ASM1463603v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	9311	PRJNA644720	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_018853525.1	TN1_rice_v1.0	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/853/525/GCA_018853525.1_TN1_rice_v1.0/GCA_018853525.1_TN1_rice_v1.0_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/853/525/GCA_018853525.1_TN1_rice_v1.0/GCA_018853525.1_TN1_rice_v1.0_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/853/525/GCA_018853525.1_TN1_rice_v1.0/GCA_018853525.1_TN1_rice_v1.0_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/853/525/GCA_018853525.1_TN1_rice_v1.0/GCA_018853525.1_TN1_rice_v1.0_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/853/525/GCA_018853525.1_TN1_rice_v1.0/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	Taichung Native 1 (TN1)	PRJNA663050	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_019137765.1	ASM1913776v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/137/765/GCA_019137765.1_ASM1913776v1/GCA_019137765.1_ASM1913776v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/137/765/GCA_019137765.1_ASM1913776v1/GCA_019137765.1_ASM1913776v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/137/765/GCA_019137765.1_ASM1913776v1/GCA_019137765.1_ASM1913776v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/137/765/GCA_019137765.1_ASM1913776v1/GCA_019137765.1_ASM1913776v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/137/765/GCA_019137765.1_ASM1913776v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	Jiayu 253, /early-season indica	PRJNA719571	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_030179975.1	ASM3017997v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/179/975/GCA_030179975.1_ASM3017997v1/GCA_030179975.1_ASM3017997v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/179/975/GCA_030179975.1_ASM3017997v1/GCA_030179975.1_ASM3017997v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/179/975/GCA_030179975.1_ASM3017997v1/GCA_030179975.1_ASM3017997v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/179/975/GCA_030179975.1_ASM3017997v1/GCA_030179975.1_ASM3017997v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/179/975/GCA_030179975.1_ASM3017997v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	IRRI2K_86	PRJNA887353	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_030179985.1	ASM3017998v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/179/985/GCA_030179985.1_ASM3017998v1/GCA_030179985.1_ASM3017998v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/179/985/GCA_030179985.1_ASM3017998v1/GCA_030179985.1_ASM3017998v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/179/985/GCA_030179985.1_ASM3017998v1/GCA_030179985.1_ASM3017998v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/179/985/GCA_030179985.1_ASM3017998v1/GCA_030179985.1_ASM3017998v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/179/985/GCA_030179985.1_ASM3017998v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	IRRI2K_91	PRJNA886102	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_037179195.1	ASM3717919v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/179/195/GCA_037179195.1_ASM3717919v1/GCA_037179195.1_ASM3717919v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/179/195/GCA_037179195.1_ASM3717919v1/GCA_037179195.1_ASM3717919v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/179/195/GCA_037179195.1_ASM3717919v1/GCA_037179195.1_ASM3717919v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/179/195/GCA_037179195.1_ASM3717919v1/GCA_037179195.1_ASM3717919v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/179/195/GCA_037179195.1_ASM3717919v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	CSA, /indica; Ciherang-Sub1+AG1	PRJNA1013720	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_037179205.1	ASM3717920v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/179/205/GCA_037179205.1_ASM3717920v1/GCA_037179205.1_ASM3717920v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/179/205/GCA_037179205.1_ASM3717920v1/GCA_037179205.1_ASM3717920v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/179/205/GCA_037179205.1_ASM3717920v1/GCA_037179205.1_ASM3717920v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/179/205/GCA_037179205.1_ASM3717920v1/GCA_037179205.1_ASM3717920v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/179/205/GCA_037179205.1_ASM3717920v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	CSA-Pi9, /indica; Ciherang-Sub1+AG1+Pi9	PRJNA1013720	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_046630015.1	ASM4663001v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/015/GCA_046630015.1_ASM4663001v1/GCA_046630015.1_ASM4663001v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/015/GCA_046630015.1_ASM4663001v1/GCA_046630015.1_ASM4663001v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/015/GCA_046630015.1_ASM4663001v1/GCA_046630015.1_ASM4663001v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/015/GCA_046630015.1_ASM4663001v1/GCA_046630015.1_ASM4663001v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/015/GCA_046630015.1_ASM4663001v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	IPS; IR64-Pup1+Sub1	PRJNA1163039	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_046630045.1	ASM4663004v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/045/GCA_046630045.1_ASM4663004v1/GCA_046630045.1_ASM4663004v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/045/GCA_046630045.1_ASM4663004v1/GCA_046630045.1_ASM4663004v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/045/GCA_046630045.1_ASM4663004v1/GCA_046630045.1_ASM4663004v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/045/GCA_046630045.1_ASM4663004v1/GCA_046630045.1_ASM4663004v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/045/GCA_046630045.1_ASM4663004v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	I-Sub1; IR64-Sub1	PRJNA1163039	Phytozome 暂不下载，仅后续记录可用性	planned	
Oryza sativa	rice	4530	GCA_046630055.1	ASM4663005v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/055/GCA_046630055.1_ASM4663005v1/GCA_046630055.1_ASM4663005v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/055/GCA_046630055.1_ASM4663005v1/GCA_046630055.1_ASM4663005v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/055/GCA_046630055.1_ASM4663005v1/GCA_046630055.1_ASM4663005v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/055/GCA_046630055.1_ASM4663005v1/GCA_046630055.1_ASM4663005v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/055/GCA_046630055.1_ASM4663005v1/md5checksums.txt	strict_crop; all available assembly/cultivar candidates; URL未逐个预检	IR64sj; IR64sj	PRJNA1163039	Phytozome 暂不下载，仅后续记录可用性	planned	
